~iteration~,metric_loss,total_loss
0,0.8676327466964722,0.8676327466964722
50,0.5558764338493347,0.5558764338493347
100,0.368990421295166,0.368990421295166
141,0.42536336183547974,0.42536336183547974
191,0.34070461988449097,0.34070461988449097
241,0.1497117578983307,0.1497117578983307
282,0.3436143398284912,0.3436143398284912
332,0.22451528906822205,0.22451528906822205
382,0.20671223104000092,0.20671223104000092
423,0.12948980927467346,0.12948980927467346
473,0.011736555956304073,0.011736555956304073
523,0.23365584015846252,0.23365584015846252
564,0.31011998653411865,0.31011998653411865
614,0.18579944968223572,0.18579944968223572
664,0.1770247220993042,0.1770247220993042
705,0.11874723434448242,0.11874723434448242
755,0.09389220178127289,0.09389220178127289
805,0.14411431550979614,0.14411431550979614
846,0.05142340064048767,0.05142340064048767
896,0.06509838253259659,0.06509838253259659
946,0.10374722629785538,0.10374722629785538
987,0.24195349216461182,0.24195349216461182
1037,0.09443742036819458,0.09443742036819458
1087,0.11495941132307053,0.11495941132307053
1128,0.30902573466300964,0.30902573466300964
1178,0.038180265575647354,0.038180265575647354
1228,0.1143002063035965,0.1143002063035965
1269,0.1390155702829361,0.1390155702829361
1319,0.020649895071983337,0.020649895071983337
1369,0.05392475798726082,0.05392475798726082
1410,0.1443881392478943,0.1443881392478943
1460,0.043733008205890656,0.043733008205890656
1510,0.14085622131824493,0.14085622131824493
1551,0.0637991800904274,0.0637991800904274
1601,0.0,0.0
1651,0.12264010310173035,0.12264010310173035
1692,0.020670991390943527,0.020670991390943527
1742,0.059262510389089584,0.059262510389089584
1792,0.12285614758729935,0.12285614758729935
1833,0.1094525083899498,0.1094525083899498
1883,0.0,0.0
1933,0.18042822182178497,0.18042822182178497
1974,0.15588244795799255,0.15588244795799255
2024,0.1884470283985138,0.1884470283985138
2074,0.22322843968868256,0.22322843968868256
2115,0.08427425473928452,0.08427425473928452
2165,0.03289840370416641,0.03289840370416641
2215,0.0,0.0
2256,0.03918075934052467,0.03918075934052467
2306,0.20582440495491028,0.20582440495491028
2356,0.0855695977807045,0.0855695977807045
2397,0.20859462022781372,0.20859462022781372
2447,0.031459830701351166,0.031459830701351166
2497,0.13280194997787476,0.13280194997787476
2538,0.02405831590294838,0.02405831590294838
2588,0.034151412546634674,0.034151412546634674
2638,0.024814676493406296,0.024814676493406296
2679,0.08090627193450928,0.08090627193450928
2729,0.023029934614896774,0.023029934614896774
2779,0.0,0.0
2820,0.08074220269918442,0.08074220269918442
2870,0.016894524917006493,0.016894524917006493
2920,0.0,0.0
2961,0.06285160779953003,0.06285160779953003
3011,0.1768597513437271,0.1768597513437271
3061,0.06507325172424316,0.06507325172424316
3102,0.14191776514053345,0.14191776514053345
3152,0.0656374916434288,0.0656374916434288
3202,0.3277069926261902,0.3277069926261902
3243,0.15504461526870728,0.15504461526870728
3293,0.0,0.0
3343,0.0,0.0
3384,0.210150808095932,0.210150808095932
3434,0.2730880379676819,0.2730880379676819
3484,0.011978678405284882,0.011978678405284882
3525,0.0,0.0
3575,0.01653529517352581,0.01653529517352581
3625,0.24983975291252136,0.24983975291252136
3666,0.06060071289539337,0.06060071289539337
3716,0.017935549840331078,0.017935549840331078
3766,0.03677687793970108,0.03677687793970108
3807,0.0,0.0
3857,0.0,0.0
3907,0.09856244921684265,0.09856244921684265
3948,0.0,0.0
3998,0.026825688779354095,0.026825688779354095
4048,0.03759271278977394,0.03759271278977394
4089,0.0,0.0
4139,0.04506334289908409,0.04506334289908409
4189,0.015720777213573456,0.015720777213573456
4230,0.10702776908874512,0.10702776908874512
4280,0.01971529796719551,0.01971529796719551
4330,0.035701557993888855,0.035701557993888855
4371,0.022548843175172806,0.022548843175172806
4421,0.077095627784729,0.077095627784729
4471,0.0,0.0
4512,0.020809482783079147,0.020809482783079147
4562,0.04622725769877434,0.04622725769877434
4612,0.10599271953105927,0.10599271953105927
4653,0.0,0.0
4703,0.0,0.0
4753,0.0,0.0
4794,0.15061092376708984,0.15061092376708984
4844,0.01651851087808609,0.01651851087808609
4894,0.0,0.0
4935,0.010362568311393261,0.010362568311393261
4985,0.0,0.0
5035,0.03059767559170723,0.03059767559170723
5076,0.0,0.0
5126,0.04232114925980568,0.04232114925980568
5176,0.0,0.0
5217,0.04332186281681061,0.04332186281681061
5267,0.07749546319246292,0.07749546319246292
5317,0.0,0.0
5358,0.020988482981920242,0.020988482981920242
5408,0.0,0.0
5458,0.0,0.0
5499,0.0,0.0
5549,0.0,0.0
5599,0.0,0.0
5640,0.11183478683233261,0.11183478683233261
5690,0.0,0.0
5740,0.0,0.0
5781,0.037650175392627716,0.037650175392627716
5831,0.02043052390217781,0.02043052390217781
5881,0.016749687492847443,0.016749687492847443
5922,0.0,0.0
5972,0.09594473242759705,0.09594473242759705
6022,0.06727729737758636,0.06727729737758636
6063,0.04512566328048706,0.04512566328048706
6113,0.0,0.0
6163,0.0,0.0
6204,0.021776076406240463,0.021776076406240463
6254,0.05232148617506027,0.05232148617506027
6304,0.08186140656471252,0.08186140656471252
6345,0.0,0.0
6395,0.09245560318231583,0.09245560318231583
6445,0.0,0.0
6486,0.0,0.0
6536,0.0,0.0
6586,0.0,0.0
6627,0.011010570451617241,0.011010570451617241
6677,0.049771182239055634,0.049771182239055634
6727,0.029273994266986847,0.029273994266986847
6768,0.049500495195388794,0.049500495195388794
6818,0.03003658726811409,0.03003658726811409
6868,0.07123061269521713,0.07123061269521713
6909,0.0,0.0
6959,0.045804861932992935,0.045804861932992935
7009,0.0,0.0
7050,0.03307770937681198,0.03307770937681198
7100,0.04288238286972046,0.04288238286972046
7150,0.0,0.0
7191,0.0,0.0
7241,0.0,0.0
7291,0.011812111362814903,0.011812111362814903
7332,0.0,0.0
7382,0.06161194667220116,0.06161194667220116
7432,0.013438805937767029,0.013438805937767029
7473,0.0,0.0
7523,0.0,0.0
7573,0.0,0.0
7614,0.02822452411055565,0.02822452411055565
7664,0.02404928021132946,0.02404928021132946
7714,0.02174665778875351,0.02174665778875351
7755,0.0,0.0
7805,0.12193001806735992,0.12193001806735992
7855,0.0,0.0
7896,0.042250096797943115,0.042250096797943115
7946,0.0,0.0
7996,0.0,0.0
8037,0.0,0.0
8087,0.026484290137887,0.026484290137887
8137,0.02617483399808407,0.02617483399808407
8178,0.0,0.0
8228,0.12056896835565567,0.12056896835565567
8278,0.022551238536834717,0.022551238536834717
8319,0.05373784899711609,0.05373784899711609
8369,0.0,0.0
8419,0.022808130830526352,0.022808130830526352
8460,0.0988299697637558,0.0988299697637558
8510,0.03228079155087471,0.03228079155087471
8560,0.0,0.0
8601,0.0,0.0
8651,0.04880726337432861,0.04880726337432861
8701,0.023824647068977356,0.023824647068977356
8742,0.021652936935424805,0.021652936935424805
8792,0.0219862200319767,0.0219862200319767
8842,0.0,0.0
8883,0.032861899584531784,0.032861899584531784
8933,0.06890600919723511,0.06890600919723511
8983,0.04409470781683922,0.04409470781683922
9024,0.0,0.0
9074,0.0,0.0
9124,0.0,0.0
9165,0.0,0.0
9215,0.0,0.0
9265,0.06136631965637207,0.06136631965637207
9306,0.0,0.0
9356,0.08302896469831467,0.08302896469831467
9406,0.05870528519153595,0.05870528519153595
9447,0.0,0.0
9497,0.03115859627723694,0.03115859627723694
9547,0.0,0.0
9588,0.0,0.0
9638,0.02034229040145874,0.02034229040145874
9688,0.0,0.0
9729,0.0,0.0
9779,0.027141857892274857,0.027141857892274857
9829,0.03891823813319206,0.03891823813319206
9870,0.010373319499194622,0.010373319499194622
9920,0.0,0.0
9970,0.0,0.0
10011,0.0,0.0
10061,0.0,0.0
10111,0.0,0.0
10152,0.01652350090444088,0.01652350090444088
10202,0.0,0.0
10252,0.0,0.0
10293,0.03396974131464958,0.03396974131464958
10343,0.0,0.0
10393,0.12886717915534973,0.12886717915534973
10434,0.0,0.0
10484,0.0,0.0
10534,0.0,0.0
10575,0.0,0.0
10625,0.0,0.0
10675,0.0,0.0
10716,0.01714993640780449,0.01714993640780449
10766,0.03583531826734543,0.03583531826734543
10816,0.0,0.0
10857,0.01988576352596283,0.01988576352596283
10907,0.0,0.0
10957,0.0,0.0
10998,0.0,0.0
11048,0.050837159156799316,0.050837159156799316
11098,0.0,0.0
11139,0.0,0.0
11189,0.0,0.0
11239,0.0,0.0
11280,0.011585523374378681,0.011585523374378681
11330,0.04302087053656578,0.04302087053656578
11380,0.048146285116672516,0.048146285116672516
11421,0.0,0.0
11471,0.09027960896492004,0.09027960896492004
11521,0.02245010994374752,0.02245010994374752
11562,0.01726664789021015,0.01726664789021015
11612,0.016910823062062263,0.016910823062062263
11662,0.013340780511498451,0.013340780511498451
11703,0.0,0.0
11753,0.0,0.0
11803,0.0,0.0
11844,0.0,0.0
11894,0.0,0.0
11944,0.0,0.0
11985,0.0,0.0
12035,0.030954807996749878,0.030954807996749878
12085,0.0,0.0
12126,0.0,0.0
12176,0.0,0.0
12226,0.0,0.0
12267,0.0,0.0
12317,0.08896385878324509,0.08896385878324509
12367,0.07175424695014954,0.07175424695014954
12408,0.0,0.0
12458,0.0,0.0
12508,0.06861412525177002,0.06861412525177002
12549,0.02823440358042717,0.02823440358042717
12599,0.016714584082365036,0.016714584082365036
12649,0.04690834879875183,0.04690834879875183
12690,0.0,0.0
12740,0.0,0.0
12790,0.021631047129631042,0.021631047129631042
12831,0.026653558015823364,0.026653558015823364
12881,0.0,0.0
12931,0.0,0.0
12972,0.0,0.0
13022,0.018810167908668518,0.018810167908668518
13072,0.0,0.0
13113,0.028958909213542938,0.028958909213542938
13163,0.0,0.0
13213,0.0,0.0
13254,0.017850728705525398,0.017850728705525398
13304,0.028738783672451973,0.028738783672451973
13354,0.0,0.0
13395,0.0,0.0
13445,0.0,0.0
13495,0.04372279345989227,0.04372279345989227
13536,0.0,0.0
13586,0.0,0.0
13636,0.0,0.0
13677,0.0,0.0
13727,0.0,0.0
13777,0.0,0.0
13818,0.0,0.0
13868,0.03225412964820862,0.03225412964820862
13918,0.0,0.0
13959,0.0,0.0
14009,0.031609710305929184,0.031609710305929184
14059,0.0,0.0
14100,0.0,0.0
14150,0.0,0.0
14200,0.0,0.0
14241,0.0,0.0
14291,0.0,0.0
14341,0.0,0.0
14382,0.01731061562895775,0.01731061562895775
14432,0.052861813455820084,0.052861813455820084
14482,0.0,0.0
14523,0.010765425860881805,0.010765425860881805
14573,0.0,0.0
14623,0.04786444082856178,0.04786444082856178
14664,0.0,0.0
14714,0.010332651436328888,0.010332651436328888
14764,0.0,0.0
14805,0.0219393540173769,0.0219393540173769
14855,0.0,0.0
14905,0.0,0.0
14946,0.0,0.0
14996,0.0,0.0
15046,0.0,0.0
15087,0.1461988389492035,0.1461988389492035
15137,0.01649949699640274,0.01649949699640274
15187,0.0,0.0
15228,0.0,0.0
15278,0.0,0.0
15328,0.0,0.0
15369,0.0,0.0
15419,0.0,0.0
15469,0.022099707275629044,0.022099707275629044
15510,0.021418046206235886,0.021418046206235886
15560,0.0,0.0
15610,0.029050597921013832,0.029050597921013832
15651,0.0,0.0
15701,0.08347983658313751,0.08347983658313751
15751,0.0,0.0
15792,0.0,0.0
15842,0.0,0.0
15892,0.0,0.0
15933,0.030643511563539505,0.030643511563539505
15983,0.0,0.0
16033,0.0,0.0
16074,0.0,0.0
16124,0.012396305799484253,0.012396305799484253
16174,0.0,0.0
16215,0.0,0.0
16265,0.0,0.0
16315,0.0,0.0
16356,0.0,0.0
16406,0.0,0.0
16456,0.0,0.0
16497,0.0,0.0
16547,0.0,0.0
16597,0.0,0.0
16638,0.0,0.0
16688,0.0,0.0
16738,0.07152039557695389,0.07152039557695389
16779,0.0,0.0
16829,0.012795887887477875,0.012795887887477875
16879,0.0,0.0
16920,0.0,0.0
16970,0.0,0.0
17020,0.0,0.0
17061,0.020979691296815872,0.020979691296815872
17111,0.01195119321346283,0.01195119321346283
17161,0.0,0.0
17202,0.0,0.0
17252,0.04529917985200882,0.04529917985200882
17302,0.0,0.0
17343,0.0,0.0
17393,0.01804102584719658,0.01804102584719658
17443,0.022432317957282066,0.022432317957282066
17484,0.01593293622136116,0.01593293622136116
17534,0.0,0.0
17584,0.018068529665470123,0.018068529665470123
17625,0.0,0.0
17675,0.0,0.0
17725,0.04899696260690689,0.04899696260690689
17766,0.0,0.0
17816,0.0,0.0
17866,0.02586439996957779,0.02586439996957779
17907,0.0,0.0
17957,0.053370460867881775,0.053370460867881775
18007,0.037220124155282974,0.037220124155282974
18048,0.0,0.0
18098,0.0,0.0
18148,0.011813133955001831,0.011813133955001831
18189,0.0,0.0
18239,0.0,0.0
18289,0.020787665620446205,0.020787665620446205
18330,0.0,0.0
18380,0.0,0.0
18430,0.0,0.0
18471,0.0,0.0
18521,0.0,0.0
18571,0.0,0.0
18612,0.0,0.0
18662,0.0,0.0
18712,0.06991945952177048,0.06991945952177048
18753,0.0,0.0
18803,0.0,0.0
18853,0.0,0.0
18894,0.0,0.0
18944,0.0,0.0
18994,0.0,0.0
19035,0.0,0.0
19085,0.0,0.0
19135,0.023332497105002403,0.023332497105002403
19176,0.0,0.0
19226,0.0,0.0
19276,0.0,0.0
19317,0.0,0.0
19367,0.06001872569322586,0.06001872569322586
19417,0.0,0.0
19458,0.04043881595134735,0.04043881595134735
19508,0.021333003416657448,0.021333003416657448
19558,0.0,0.0
19599,0.0,0.0
19649,0.0,0.0
19699,0.0,0.0
19740,0.020872779190540314,0.020872779190540314
19790,0.0,0.0
19840,0.0,0.0
19881,0.0,0.0
19931,0.0,0.0
19981,0.07416688650846481,0.07416688650846481
20022,0.0,0.0
20072,0.0,0.0
20122,0.0,0.0
20163,0.0,0.0
20213,0.0,0.0
20263,0.05122269690036774,0.05122269690036774
20304,0.0,0.0
20354,0.0,0.0
20404,0.010948140174150467,0.010948140174150467
20445,0.0,0.0
20495,0.04547058790922165,0.04547058790922165
20545,0.0856357216835022,0.0856357216835022
20586,0.0,0.0
20636,0.0,0.0
20686,0.021620240062475204,0.021620240062475204
20727,0.0,0.0
20777,0.0,0.0
20827,0.0,0.0
20868,0.010309543460607529,0.010309543460607529
20918,0.0,0.0
20968,0.0,0.0
21009,0.0,0.0
21059,0.0,0.0
21109,0.0,0.0
21150,0.0,0.0
21200,0.0,0.0
21250,0.0,0.0
21291,0.1226399838924408,0.1226399838924408
21341,0.03504311665892601,0.03504311665892601
21391,0.09858303517103195,0.09858303517103195
21432,0.0,0.0
21482,0.0,0.0
21532,0.0,0.0
21573,0.0,0.0
21623,0.0,0.0
21673,0.0,0.0
21714,0.05564022809267044,0.05564022809267044
21764,0.0,0.0
21814,0.12052616477012634,0.12052616477012634
21855,0.0,0.0
21905,0.0,0.0
21955,0.026909485459327698,0.026909485459327698
21996,0.0,0.0
22046,0.01766199804842472,0.01766199804842472
22096,0.0,0.0
22137,0.0,0.0
22187,0.0,0.0
22237,0.02273654192686081,0.02273654192686081
22278,0.025893233716487885,0.025893233716487885
22328,0.0,0.0
22378,0.0,0.0
22419,0.0,0.0
22469,0.0,0.0
22519,0.0,0.0
22560,0.0,0.0
22610,0.0,0.0
22660,0.010748282074928284,0.010748282074928284
22701,0.0,0.0
22751,0.0,0.0
22801,0.0,0.0
22842,0.0,0.0
22892,0.0,0.0
22942,0.0,0.0
22983,0.0,0.0
23033,0.10624533891677856,0.10624533891677856
23083,0.0,0.0
23124,0.0,0.0
23174,0.0,0.0
23224,0.0,0.0
23265,0.0,0.0
23315,0.061813533306121826,0.061813533306121826
23365,0.0,0.0
23406,0.0,0.0
23456,0.0,0.0
23506,0.0,0.0
23547,0.0,0.0
23597,0.0,0.0
23647,0.0,0.0
23688,0.0,0.0
23738,0.03982005640864372,0.03982005640864372
23788,0.0,0.0
23829,0.0,0.0
23879,0.0,0.0
23929,0.0,0.0
23970,0.0,0.0
24020,0.013358626514673233,0.013358626514673233
24070,0.0,0.0
24111,0.0,0.0
24161,0.0,0.0
24211,0.0,0.0
24252,0.0,0.0
24302,0.0,0.0
24352,0.0,0.0
24393,0.0,0.0
24443,0.0,0.0
24493,0.043435435742139816,0.043435435742139816
24534,0.0,0.0
24584,0.010737316682934761,0.010737316682934761
24634,0.021807463839650154,0.021807463839650154
24675,0.0,0.0
24725,0.0,0.0
24775,0.0,0.0
24816,0.0,0.0
24866,0.0,0.0
24916,0.029881983995437622,0.029881983995437622
24957,0.0,0.0
25007,0.0,0.0
25057,0.0,0.0
25098,0.012235320173203945,0.012235320173203945
25148,0.0,0.0
25198,0.0,0.0
25239,0.0,0.0
25289,0.0,0.0
25339,0.0,0.0
25380,0.011623137630522251,0.011623137630522251
25430,0.0,0.0
25480,0.0,0.0
25521,0.0,0.0
25571,0.01319610234349966,0.01319610234349966
25621,0.0,0.0
25662,0.0,0.0
25712,0.0,0.0
25762,0.0,0.0
25803,0.0,0.0
25853,0.0,0.0
25903,0.0,0.0
25944,0.06534738093614578,0.06534738093614578
25994,0.0,0.0
26044,0.011422103270888329,0.011422103270888329
26085,0.0,0.0
26135,0.03179509937763214,0.03179509937763214
26185,0.0,0.0
26226,0.0,0.0
26276,0.0,0.0
26326,0.0,0.0
26367,0.012143945321440697,0.012143945321440697
26417,0.0,0.0
26467,0.022303206846117973,0.022303206846117973
26508,0.08089976012706757,0.08089976012706757
26558,0.026807909831404686,0.026807909831404686
26608,0.0,0.0
26649,0.0,0.0
26699,0.0,0.0
26749,0.0,0.0
26790,0.0,0.0
26840,0.0,0.0
26890,0.0,0.0
26931,0.0,0.0
26981,0.0,0.0
27031,0.0,0.0
27072,0.0,0.0
27122,0.0,0.0
27172,0.021484816446900368,0.021484816446900368
27213,0.0,0.0
27263,0.0,0.0
27313,0.0,0.0
27354,0.02209843322634697,0.02209843322634697
27404,0.0,0.0
27454,0.0,0.0
27495,0.0,0.0
27545,0.0,0.0
27595,0.0,0.0
27636,0.0,0.0
27686,0.029936259612441063,0.029936259612441063
27736,0.03746357560157776,0.03746357560157776
27777,0.0,0.0
27827,0.0513472780585289,0.0513472780585289
27877,0.0,0.0
27918,0.0,0.0
27968,0.0,0.0
28018,0.0,0.0
28059,0.0,0.0
28109,0.0,0.0
28159,0.0,0.0
28200,0.0,0.0
28250,0.0666954293847084,0.0666954293847084
28300,0.0,0.0
28341,0.0,0.0
28391,0.0,0.0
28441,0.0,0.0
28482,0.0,0.0
28532,0.08001828193664551,0.08001828193664551
28582,0.034349992871284485,0.034349992871284485
28623,0.0,0.0
28673,0.0,0.0
28723,0.029377784579992294,0.029377784579992294
28764,0.0,0.0
28814,0.0,0.0
28864,0.0,0.0
28905,0.023916540667414665,0.023916540667414665
28955,0.0,0.0
29005,0.0,0.0
29046,0.0,0.0
29096,0.0,0.0
29146,0.0,0.0
29187,0.0,0.0
29237,0.0,0.0
29287,0.0,0.0
29328,0.0,0.0
29378,0.0,0.0
29428,0.0,0.0
29469,0.0,0.0
29519,0.0655379518866539,0.0655379518866539
29569,0.0,0.0
